InvoiceNo,Date,StoreID,ProductID,Category,Quantity,UnitPrice,Discount,CostPerUnit,CustomerType,PaymentMode
INV1003210,2025-04-21 21:30:05,STR001,PRD0025,Clothing,7,1029.58,20,1881.62,Returning,Digital
INV1003211,2025-05-04 23:27:05,STR017,PRD0032,Clothing,5,3827.11,5,1238.37,Returning,Digital
INV1003212,2024-10-09 05:17:05,STR018,PRD0114,Shoes,2,1099.85,5,450.33,New,Cash
INV1003213,2025-11-20 07:01:05,STR041,PRD0005,Clothing,3,2575.25,5,1731.66,New,Card
INV1003214,2025-07-25 04:19:05,STR014,PRD0107,Shoes,2,7366.98,0,254.27,Returning,Cash
INV1003215,2025-01-02 22:56:05,STR039,PRD0106,Shoes,1,7219.04,0,1534.09,New,Card
INV1003216,2024-01-21 05:51:05,STR038,PRD0016,Clothing,5,4114.61,15,1033.28,Returning,Cash
INV1003217,2025-06-14 08:00:05,STR010,PRD0111,Shoes,1,7817.72,0,1841.22,New,Cash
INV1003218,2024-12-18 08:13:05,STR043,PRD0069,Accessories,6,1658.31,30,570.39,Returning,Cash
INV1003219,2024-11-08 22:13:05,STR045,PRD0005,Clothing,5,3049.77,0,1745.21,Returning,Card
INV1003220,2024-04-21 22:33:05,STR032,PRD0077,Accessories,7,4636.59,15,1620.49,Returning,Card
INV1003221,2025-03-31 20:35:05,STR034,PRD0107,Shoes,3,1555.84,5,356.62,New,Card
INV1003222,2024-02-29 02:01:05,STR009,PRD0056,Accessories,2,9338.44,5,1434.36,Returning,Card
INV1003223,2024-10-30 08:01:05,STR027,PRD0100,Shoes,5,4600.64,10,1753.49,New,Digital
INV1003224,2024-10-22 06:59:05,STR008,PRD0074,Accessories,5,4405.25,15,761.18,Returning,Card
INV1003225,2024-03-17 08:25:05,STR046,PRD0098,Shoes,4,2918.03,5,1129.37,New,Card
INV1003226,2024-10-25 18:08:05,STR042,PRD0033,Clothing,2,1796.48,0,1213.64,Returning,Card
INV1003227,2024-01-23 02:28:05,STR050,PRD0027,Clothing,3,2157.2,5,257.73,Returning,Card
INV1003228,2025-04-12 08:11:05,STR050,PRD0043,Accessories,3,3210.24,5,590.07,Returning,Cash
INV1003229,2024-04-20 06:58:05,STR019,PRD0113,Shoes,5,5897.88,5,893.95,Returning,Cash
INV1003230,2024-09-07 07:01:05,STR039,PRD0061,Accessories,7,6272.24,0,1597.56,Returning,Card
INV1003231,2024-03-08 00:07:05,STR020,PRD0073,Accessories,7,6973.49,20,1705.83,New,Card
INV1003232,2025-07-12 21:01:05,STR027,PRD0085,Shoes,1,6887.27,0,727.43,Returning,Card
INV1003233,2024-04-27 08:29:05,STR017,PRD0080,Accessories,2,7422.1,0,459.61,New,Card
INV1003234,2024-03-15 05:20:05,STR024,PRD0026,Clothing,2,4123.71,15,870.25,New,Card
INV1003235,2024-10-30 01:55:05,STR041,PRD0105,Shoes,6,1155.86,25,567.88,Returning,Digital
INV1003236,2025-06-14 03:53:05,STR024,PRD0056,Accessories,2,8073.78,5,1487.81,Returning,Digital
INV1003237,2024-01-15 02:32:05,STR031,PRD0090,Shoes,4,7787.89,5,209.56,Returning,Card
INV1003238,2024-01-11 21:52:05,STR048,PRD0075,Accessories,3,1189.08,15,1346.81,New,Digital
INV1003239,2025-07-05 01:17:05,STR044,PRD0061,Accessories,1,5723.81,0,2190.74,Returning,Card
INV1003240,2024-01-30 04:23:05,STR003,PRD0100,Shoes,2,7554.53,0,1861.58,Returning,Digital
INV1003241,2024-02-18 18:03:05,STR034,PRD0065,Accessories,4,5599.32,0,1800.94,Returning,Cash
INV1003242,2024-01-08 18:19:05,STR024,PRD0108,Shoes,3,2273.19,5,757.03,Returning,Digital
INV1003243,2024-01-02 20:38:05,STR046,PRD0028,Clothing,1,4731.94,5,276.21,Returning,Card
INV1003244,2025-05-19 02:53:05,STR034,PRD0022,Clothing,3,4746.37,0,1708.5,New,Digital
INV1003245,2025-02-04 23:55:05,STR029,PRD0067,Accessories,6,1263.59,15,589.98,Returning,Digital
INV1003246,2024-05-29 05:29:05,STR035,PRD0030,Clothing,2,1845.4,0,1346.53,Returning,Card
INV1003247,2024-08-10 01:21:05,STR010,PRD0094,Shoes,4,6676.44,15,832.44,Returning,Digital
INV1003248,2025-07-21 06:21:05,STR049,PRD0064,Accessories,2,6112.93,0,1363.84,Returning,Card
INV1003249,2025-06-22 19:59:05,STR036,PRD0061,Accessories,4,4603.18,0,2261.06,Returning,Cash
INV1003250,2025-08-13 05:01:05,STR017,PRD0050,Accessories,2,8209.84,15,703.46,New,Card
INV1003251,2023-11-30 20:20:05,STR028,PRD0052,Accessories,5,3316.24,10,427.17,New,Digital
INV1003252,2024-03-24 04:14:05,STR025,PRD0050,Accessories,1,4357.5,5,950.55,Returning,Digital
INV1003253,2024-04-07 22:04:05,STR016,PRD0086,Shoes,6,6359.2,20,543.61,New,Digital
INV1003254,2024-08-22 18:04:05,STR015,PRD0060,Accessories,2,2315.55,5,816.36,Returning,Cash
INV1003255,2025-04-16 20:43:05,STR020,PRD0091,Shoes,2,7159.4,0,310.9,Returning,Card
INV1003256,2025-02-23 04:05:05,STR025,PRD0088,Shoes,7,6560.6,10,1234.5,Returning,Card
INV1003257,2024-01-28 07:27:05,STR025,PRD0072,Accessories,3,6866.91,0,1554.16,Returning,Cash
INV1003258,2024-05-08 00:42:05,STR017,PRD0078,Accessories,4,2860.49,20,1153.79,Returning,Cash
INV1003259,2024-01-02 17:58:05,STR028,PRD0046,Accessories,1,2170.96,0,488.36,Returning,Card
INV1003260,2024-01-10 21:00:05,STR029,PRD0033,Clothing,1,2551.61,0,939.71,Returning,Card
INV1003261,2024-07-18 21:00:05,STR043,PRD0003,Clothing,4,4120.1,10,599.86,Returning,Card
INV1003262,2025-11-16 03:12:05,STR041,PRD0034,Clothing,6,4950.01,15,2270.45,New,Card
INV1003263,2024-06-17 01:46:05,STR038,PRD0089,Shoes,4,5959.98,0,303.21,Returning,Digital
INV1003264,2025-04-05 17:42:05,STR048,PRD0103,Shoes,3,4438.93,10,1657.86,New,Cash
INV1003265,2024-09-18 03:33:05,STR018,PRD0045,Accessories,3,4753.54,15,285.68,Returning,Card
INV1003266,2025-08-13 03:07:05,STR022,PRD0109,Shoes,1,1755.48,0,776.95,Returning,Digital
INV1003267,2024-10-05 06:40:05,STR014,PRD0041,Accessories,6,9064.59,0,1440.87,Returning,Digital
INV1003268,2024-04-25 08:36:05,STR024,PRD0016,Clothing,1,1493.71,0,1102.74,New,Card
INV1003269,2024-03-11 22:08:05,STR030,PRD0037,Clothing,2,2026.19,15,1968.05,Returning,Cash
INV1003270,2024-02-17 20:06:05,STR019,PRD0032,Clothing,4,872.08,0,1264.27,Returning,Cash
INV1003271,2024-11-02 01:41:05,STR015,PRD0026,Clothing,4,2307.68,25,859.13,Returning,Card
INV1003272,2025-03-19 04:43:05,STR009,PRD0115,Shoes,2,1189.8,10,1644.69,Returning,Card
INV1003273,2025-10-22 08:07:05,STR001,PRD0001,Clothing,6,4501.67,10,1239.3,New,Card
INV1003274,2024-02-14 05:13:05,STR021,PRD0060,Accessories,6,9582.25,25,910.48,Returning,Card
INV1003275,2024-05-31 03:31:05,STR013,PRD0104,Shoes,2,2097.64,15,1004.15,Returning,Digital
INV1003276,2025-07-09 05:00:05,STR002,PRD0081,Shoes,1,7028.28,0,1060.51,Returning,Card
INV1003277,2024-04-17 06:46:05,STR031,PRD0105,Shoes,3,1203.67,0,592.97,Returning,Cash
INV1003278,2024-10-28 04:39:05,STR018,PRD0023,Clothing,6,2281.75,10,676.33,Returning,Card
INV1003279,2024-01-25 23:25:05,STR010,PRD0093,Shoes,3,1048.55,15,1328.14,Returning,Cash
INV1003280,2024-07-30 21:06:05,STR039,PRD0029,Clothing,1,1356.63,0,1635.91,Returning,Cash
INV1003281,2025-11-07 06:43:05,STR031,PRD0091,Shoes,3,6360.17,0,332.99,Returning,Digital
INV1003282,2024-02-27 06:09:05,STR015,PRD0058,Accessories,1,9312.04,10,1207.88,Returning,Cash
INV1003283,2024-07-07 06:53:05,STR046,PRD0090,Shoes,8,7091.53,20,164.48,Returning,Cash
INV1003284,2025-02-27 00:18:05,STR042,PRD0108,Shoes,2,6897.32,5,879.42,New,Card
INV1003285,2025-11-07 18:43:05,STR048,PRD0031,Clothing,6,4855.43,0,1812.73,Returning,Card
INV1003286,2025-09-16 19:11:05,STR050,PRD0049,Accessories,3,6183.78,0,1333.01,New,Digital
INV1003287,2024-08-10 04:59:05,STR019,PRD0083,Shoes,3,4396.89,10,1219.98,Returning,Digital
INV1003288,2024-10-28 02:52:05,STR041,PRD0038,Clothing,5,4676.34,15,1463.97,New,Card
INV1003289,2023-12-03 01:14:05,STR025,PRD0111,Shoes,6,3454.43,0,1818.14,Returning,Digital
INV1003290,2024-03-31 08:33:05,STR029,PRD0015,Clothing,6,3114.35,5,1504.98,Returning,Digital
INV1003291,2024-03-19 18:18:05,STR008,PRD0072,Accessories,1,4530.27,0,2164.47,Returning,Cash
INV1003292,2025-09-20 00:43:05,STR038,PRD0036,Clothing,1,4299.43,5,920.7,Returning,Card
INV1003293,2025-10-05 04:24:05,STR026,PRD0086,Shoes,8,2010.24,20,418.35,Returning,Digital
INV1003294,2024-12-19 01:48:05,STR004,PRD0011,Clothing,3,1748.89,0,533.69,Returning,Card
INV1003295,2025-04-06 00:52:05,STR048,PRD0077,Accessories,4,9114.98,0,1694.97,Returning,Card
INV1003296,2024-05-09 19:42:05,STR045,PRD0103,Shoes,2,4853.1,5,1178.75,Returning,Digital
INV1003297,2025-06-25 08:27:05,STR014,PRD0048,Accessories,4,4192.3,10,717.47,Returning,Cash
INV1003298,2025-04-10 22:46:05,STR034,PRD0101,Shoes,2,5625.58,0,105.96,Returning,Cash
INV1003299,2024-03-23 01:48:05,STR047,PRD0068,Accessories,3,4335.83,0,159.24,Returning,Card
INV1003300,2024-07-21 23:35:05,STR033,PRD0058,Accessories,5,9455.56,5,1355.91,Returning,Digital
INV1003301,2025-07-31 03:17:05,STR042,PRD0071,Accessories,1,3276.88,0,508.29,Returning,Cash
INV1003302,2024-08-07 00:20:05,STR003,PRD0108,Shoes,4,1377.83,10,814.98,New,Card
INV1003303,2025-07-01 20:53:05,STR032,PRD0015,Clothing,4,3097.99,25,1371.41,New,Cash
INV1003304,2023-12-30 23:21:05,STR041,PRD0010,Clothing,6,1603.92,5,160.07,Returning,Cash
INV1003305,2025-10-11 22:29:05,STR022,PRD0023,Clothing,6,2405.87,0,648.44,Returning,Cash
INV1003306,2024-06-08 22:27:05,STR012,PRD0072,Accessories,3,1829.14,10,1960.3,Returning,Card
INV1003307,2025-04-26 00:01:05,STR009,PRD0018,Clothing,2,3105.54,10,1016.03,Returning,Cash
INV1003308,2025-09-13 18:00:05,STR047,PRD0104,Shoes,4,6876.75,15,1063.57,Returning,Card
INV1003309,2024-02-04 07:48:05,STR031,PRD0100,Shoes,4,6884.23,0,1443.14,Returning,Card
INV1003310,2024-10-24 01:02:05,STR023,PRD0032,Clothing,1,2763.07,0,1602.83,Returning,Card
INV1003311,2025-11-08 07:03:05,STR018,PRD0066,Accessories,7,636.0,0,1755.28,New,Card
INV1003312,2025-03-05 18:31:05,STR013,PRD0026,Clothing,3,3094.78,0,712.0,Returning,Card
INV1003313,2025-09-09 07:57:05,STR026,PRD0074,Accessories,4,7662.47,20,621.91,Returning,Cash
INV1003314,2025-07-20 00:56:05,STR046,PRD0009,Clothing,3,570.39,5,773.94,Returning,Digital
INV1003315,2024-02-01 02:14:05,STR010,PRD0015,Clothing,6,4643.7,20,1068.57,Returning,Digital
INV1003316,2025-08-24 02:55:05,STR042,PRD0015,Clothing,2,1463.58,15,1150.91,Returning,Card
INV1003317,2025-04-14 18:34:05,STR033,PRD0114,Shoes,2,5365.96,0,369.26,New,Card
INV1003318,2025-10-23 20:04:05,STR004,PRD0083,Shoes,3,1466.06,5,1442.05,Returning,Card
INV1003319,2024-03-26 06:54:05,STR021,PRD0037,Clothing,4,2373.02,20,1449.74,Returning,Digital
INV1003320,2024-09-06 18:11:05,STR040,PRD0091,Shoes,1,5809.52,0,264.44,Returning,Cash
INV1003321,2025-08-21 08:01:05,STR019,PRD0030,Clothing,2,1742.88,0,1188.73,Returning,Cash
INV1003322,2025-06-27 02:34:05,STR043,PRD0007,Clothing,1,2377.04,0,2007.76,New,Card
INV1003323,2024-08-12 04:28:05,STR050,PRD0046,Accessories,3,1351.05,0,475.03,New,Cash
INV1003324,2024-01-28 00:12:05,STR011,PRD0022,Clothing,4,1809.79,0,1202.05,Returning,Card
INV1003325,2024-06-03 21:23:05,STR006,PRD0068,Accessories,1,7399.74,0,187.22,Returning,Card
INV1003326,2024-01-27 23:37:05,STR001,PRD0018,Clothing,5,2830.5,5,1454.02,Returning,Card
INV1003327,2025-06-21 18:25:05,STR040,PRD0013,Clothing,2,3501.42,5,164.08,Returning,Card
INV1003328,2025-10-22 19:21:05,STR012,PRD0022,Clothing,3,885.4,0,1474.91,Returning,Digital
INV1003329,2025-04-28 23:24:05,STR008,PRD0038,Clothing,3,995.71,0,1023.64,Returning,Card
INV1003330,2024-03-23 06:50:05,STR008,PRD0037,Clothing,3,4346.24,0,1617.0,New,Card
INV1003331,2025-02-09 03:12:05,STR004,PRD0080,Accessories,7,9051.06,10,601.93,Returning,Card
INV1003332,2025-07-26 18:55:05,STR035,PRD0010,Clothing,4,3609.64,0,134.49,Returning,Card
INV1003333,2025-09-05 02:47:05,STR039,PRD0014,Clothing,2,4609.13,0,441.89,New,Cash
INV1003334,2024-01-23 02:00:05,STR008,PRD0072,Accessories,1,6649.92,0,2188.45,New,Card
INV1003335,2024-08-03 08:25:05,STR050,PRD0022,Clothing,3,4492.45,0,1275.73,New,Digital
INV1003336,2024-02-12 03:55:05,STR048,PRD0033,Clothing,1,2275.41,5,1316.94,Returning,Card
INV1003337,2023-12-31 07:08:05,STR049,PRD0113,Shoes,7,2622.59,5,942.53,Returning,Card
INV1003338,2025-07-17 06:14:05,STR047,PRD0026,Clothing,6,3433.16,10,779.31,Returning,Digital
INV1003339,2025-05-26 05:36:05,STR028,PRD0091,Shoes,2,3645.0,0,304.6,Returning,Cash
INV1003340,2025-10-24 17:41:05,STR003,PRD0058,Accessories,2,6607.8,0,1294.31,Returning,Digital
INV1003341,2025-07-25 05:35:05,STR024,PRD0110,Shoes,3,1325.91,15,2055.99,Returning,Cash
INV1003342,2024-11-08 22:36:05,STR030,PRD0103,Shoes,3,7817.31,0,1308.56,Returning,Card
INV1003343,2025-07-07 02:00:05,STR028,PRD0097,Shoes,5,6012.21,10,2194.64,New,Card
INV1003344,2024-06-03 08:04:05,STR007,PRD0104,Shoes,3,4769.59,5,1252.45,New,Card
INV1003345,2023-12-12 01:36:05,STR011,PRD0100,Shoes,5,6806.23,5,1769.69,New,Digital
INV1003346,2025-07-28 23:17:05,STR023,PRD0059,Accessories,1,7800.75,5,366.3,New,Cash
INV1003347,2024-08-01 22:25:05,STR038,PRD0076,Accessories,2,2114.74,0,708.91,Returning,Card
INV1003348,2023-11-27 05:15:05,STR031,PRD0110,Shoes,6,7975.95,5,1532.32,Returning,Card
INV1003349,2025-11-10 23:48:05,STR026,PRD0026,Clothing,2,4020.07,5,726.53,Returning,Digital
INV1003350,2024-11-21 22:27:05,STR023,PRD0010,Clothing,1,3248.99,5,176.86,Returning,Card
INV1003351,2024-09-16 19:17:05,STR013,PRD0091,Shoes,2,1048.9,0,287.05,New,Card
INV1003352,2025-01-14 00:59:05,STR008,PRD0096,Shoes,5,5868.8,0,962.61,Returning,Digital
INV1003353,2024-10-29 04:41:05,STR028,PRD0030,Clothing,4,2308.56,10,1174.99,Returning,Card
INV1003354,2025-04-02 07:12:05,STR010,PRD0019,Clothing,4,1567.66,20,1398.33,Returning,Digital
INV1003355,2025-08-30 07:14:05,STR046,PRD0026,Clothing,1,4475.84,0,835.98,Returning,Card
INV1003356,2024-11-16 06:59:05,STR034,PRD0105,Shoes,7,5279.03,15,661.71,Returning,Cash
INV1003357,2025-04-13 08:32:05,STR011,PRD0057,Accessories,1,7567.28,5,501.35,New,Card
INV1003358,2025-05-21 02:05:05,STR014,PRD0031,Clothing,1,4957.4,0,1375.55,Returning,Cash
INV1003359,2024-08-12 04:33:05,STR028,PRD0094,Shoes,1,6321.31,5,1003.67,New,Digital
INV1003360,2024-09-20 02:03:05,STR035,PRD0013,Clothing,4,2792.44,10,121.46,New,Cash
INV1003361,2024-08-04 18:14:05,STR003,PRD0017,Clothing,2,804.75,0,446.84,New,Card
INV1003362,2025-09-07 06:20:05,STR028,PRD0009,Clothing,4,2410.75,5,919.74,Returning,Cash
INV1003363,2025-09-30 19:41:05,STR039,PRD0074,Accessories,2,4939.0,0,813.67,New,Card
INV1003364,2024-03-05 18:06:05,STR032,PRD0033,Clothing,2,1458.7,0,986.78,New,Cash
INV1003365,2024-09-14 18:52:05,STR002,PRD0038,Clothing,1,4295.55,0,1021.14,Returning,Card
INV1003366,2024-04-19 04:23:05,STR048,PRD0059,Accessories,2,5840.88,10,350.23,Returning,Card
INV1003367,2025-09-22 19:11:05,STR023,PRD0055,Accessories,1,7623.7,5,1595.14,Returning,Cash
INV1003368,2025-04-12 05:15:05,STR049,PRD0077,Accessories,3,8944.86,5,1881.23,Returning,Digital
INV1003369,2024-02-06 20:30:05,STR024,PRD0111,Shoes,1,1257.69,5,1764.19,Returning,Card
INV1003370,2025-04-22 00:54:05,STR040,PRD0059,Accessories,1,6539.26,0,459.7,New,Cash
INV1003371,2024-02-15 04:27:05,STR017,PRD0041,Accessories,4,3613.35,20,1439.43,New,Card
INV1003372,2024-10-05 05:23:05,STR044,PRD0004,Clothing,3,2743.84,10,623.57,Returning,Card
INV1003373,2025-05-26 04:00:05,STR021,PRD0066,Accessories,1,3515.08,5,1380.88,Returning,Digital
INV1003374,2024-07-19 02:51:05,STR003,PRD0047,Accessories,3,9035.12,10,330.11,New,Card
INV1003375,2025-01-24 08:09:05,STR017,PRD0004,Clothing,1,4744.2,0,467.06,Returning,Digital
INV1003376,2024-08-31 19:43:05,STR041,PRD0010,Clothing,4,3954.78,5,137.65,Returning,Card
INV1003377,2023-12-27 01:28:05,STR047,PRD0044,Accessories,6,7630.89,0,695.01,Returning,Digital
INV1003378,2025-09-10 05:37:05,STR034,PRD0069,Accessories,5,9728.87,20,723.93,New,Digital
INV1003379,2024-04-12 04:22:05,STR007,PRD0098,Shoes,1,7459.92,5,1211.55,Returning,Cash
INV1003380,2024-03-27 05:51:05,STR049,PRD0080,Accessories,2,3310.45,0,627.68,Returning,Card
INV1003381,2024-09-01 19:36:05,STR024,PRD0086,Shoes,5,4340.83,20,556.57,Returning,Card
INV1003382,2024-04-20 23:48:05,STR027,PRD0062,Accessories,5,1093.64,25,1273.07,Returning,Digital
INV1003383,2024-03-17 05:41:05,STR004,PRD0090,Shoes,3,2663.08,5,193.21,Returning,Digital
INV1003384,2024-09-08 03:58:05,STR015,PRD0032,Clothing,1,1206.64,0,1464.64,Returning,Cash
INV1003385,2025-03-29 04:37:05,STR043,PRD0055,Accessories,7,7794.97,10,1366.57,Returning,Card
INV1003386,2024-07-11 01:46:05,STR049,PRD0028,Clothing,3,3375.89,15,233.48,Returning,Card
INV1003387,2025-06-29 19:58:05,STR048,PRD0065,Accessories,2,9354.94,0,1751.38,New,Card
INV1003388,2024-09-10 20:48:05,STR007,PRD0088,Shoes,1,2179.88,5,894.32,New,Cash
INV1003389,2024-03-26 20:09:05,STR023,PRD0089,Shoes,1,3528.48,5,258.72,Returning,Digital
INV1003390,2024-06-10 05:33:05,STR002,PRD0032,Clothing,1,1720.52,5,1726.43,Returning,Card
INV1003391,2025-10-25 22:53:05,STR044,PRD0061,Accessories,5,3171.38,15,2354.34,New,Card
INV1003392,2025-09-02 18:47:05,STR010,PRD0027,Clothing,3,1055.62,0,311.75,Returning,Digital
INV1003393,2025-01-05 04:17:05,STR041,PRD0018,Clothing,1,624.96,0,981.33,Returning,Cash
INV1003394,2025-02-11 03:55:05,STR005,PRD0087,Shoes,6,3026.9,20,1727.11,Returning,Card
INV1003395,2025-01-12 19:23:05,STR043,PRD0018,Clothing,5,1921.83,0,1182.73,New,Cash
INV1003396,2024-06-22 01:28:05,STR045,PRD0011,Clothing,4,2902.72,0,587.78,Returning,Card
INV1003397,2025-08-08 03:32:05,STR042,PRD0080,Accessories,2,3876.82,0,576.29,Returning,Cash
INV1003398,2024-11-11 01:43:05,STR009,PRD0025,Clothing,5,2063.02,0,1819.27,Returning,Cash
INV1003399,2024-01-06 07:11:05,STR034,PRD0004,Clothing,5,2012.28,5,613.42,Returning,Digital
INV1003400,2024-09-17 07:48:05,STR041,PRD0106,Shoes,2,4047.67,0,1165.92,New,Digital
INV1003401,2024-08-27 03:04:05,STR031,PRD0064,Accessories,3,5039.97,15,1262.43,Returning,Cash
INV1003402,2024-12-20 03:14:05,STR020,PRD0055,Accessories,5,3038.42,5,1093.17,New,Card
INV1003403,2025-04-12 01:17:05,STR048,PRD0086,Shoes,4,4093.82,15,580.0,Returning,Card
INV1003404,2024-03-23 18:36:05,STR019,PRD0084,Shoes,2,6592.13,0,1459.64,Returning,Digital
INV1003405,2024-01-03 19:28:05,STR017,PRD0104,Shoes,3,7839.89,10,1223.82,Returning,Digital
INV1003406,2025-02-13 02:49:05,STR015,PRD0019,Clothing,1,4290.83,5,1797.24,Returning,Digital
INV1003407,2024-01-17 20:48:05,STR046,PRD0062,Accessories,2,3177.49,0,1118.27,Returning,Cash
INV1003408,2025-07-24 02:39:05,STR044,PRD0089,Shoes,4,6394.3,10,250.6,New,Cash
INV1003409,2024-07-25 23:45:05,STR010,PRD0059,Accessories,3,5701.06,10,387.07,Returning,Cash
INV1003410,2025-11-05 05:37:05,STR027,PRD0093,Shoes,5,2690.46,0,1878.73,Returning,Digital
INV1003411,2024-09-10 04:26:05,STR012,PRD0058,Accessories,3,7333.82,5,1619.41,Returning,Card
INV1003412,2023-12-14 19:53:05,STR015,PRD0017,Clothing,3,4325.03,0,608.45,Returning,Digital
INV1003413,2025-10-02 21:42:05,STR007,PRD0060,Accessories,7,4263.95,10,924.64,Returning,Card
INV1003414,2024-03-24 18:02:05,STR006,PRD0021,Clothing,1,2985.94,0,1455.82,Returning,Digital
INV1003415,2024-09-14 04:20:05,STR035,PRD0092,Shoes,5,5142.33,15,1053.29,Returning,Digital
INV1003416,2025-01-24 01:10:05,STR034,PRD0092,Shoes,4,7621.08,25,1262.35,New,Cash
INV1003417,2025-03-01 21:26:05,STR045,PRD0034,Clothing,4,1476.6,15,2145.38,Returning,Digital
INV1003418,2024-03-21 17:40:05,STR050,PRD0096,Shoes,3,4964.97,25,686.4,Returning,Card
INV1003419,2024-08-04 05:13:05,STR049,PRD0022,Clothing,5,804.71,10,1251.7,Returning,Card
INV1003420,2025-03-21 20:47:05,STR022,PRD0028,Clothing,3,4435.64,20,234.76,Returning,Cash
INV1003421,2025-10-02 06:16:05,STR037,PRD0072,Accessories,3,2187.09,0,1933.98,Returning,Cash
INV1003422,2025-08-08 00:52:05,STR029,PRD0109,Shoes,6,6773.13,30,857.3,Returning,Digital
INV1003423,2025-10-06 08:03:05,STR004,PRD0115,Shoes,5,7846.67,10,1584.5,Returning,Card
INV1003424,2023-12-19 02:21:05,STR046,PRD0003,Clothing,5,501.16,0,512.69,Returning,Digital
INV1003425,2024-05-22 21:18:05,STR008,PRD0067,Accessories,3,5968.13,0,589.26,Returning,Card
INV1003426,2025-08-20 02:26:05,STR009,PRD0031,Clothing,3,1443.67,15,1837.97,Returning,Cash
INV1003427,2023-12-05 07:39:05,STR024,PRD0058,Accessories,5,7958.73,0,1205.83,Returning,Digital
INV1003428,2024-09-01 18:54:05,STR019,PRD0009,Clothing,3,2591.86,25,725.57,Returning,Card
INV1003429,2024-10-17 23:23:05,STR028,PRD0064,Accessories,11,6601.37,15,1409.55,Returning,Cash
INV1003430,2025-08-15 07:38:05,STR022,PRD0074,Accessories,5,7604.65,0,643.08,New,Cash
INV1003431,2025-04-17 00:01:05,STR027,PRD0080,Accessories,1,3125.3,5,544.34,Returning,Cash
INV1003432,2024-07-09 04:15:05,STR050,PRD0089,Shoes,4,1767.2,25,251.83,Returning,Card
INV1003433,2024-03-08 01:36:05,STR003,PRD0088,Shoes,6,7671.9,5,965.24,New,Cash
INV1003434,2024-03-09 00:30:05,STR019,PRD0078,Accessories,6,8737.25,20,1111.11,Returning,Digital
INV1003435,2025-01-23 03:12:05,STR029,PRD0072,Accessories,7,8975.75,20,1936.73,Returning,Card
INV1003436,2025-03-03 03:49:05,STR049,PRD0012,Clothing,4,745.71,25,1121.93,New,Cash
INV1003437,2024-10-09 21:09:05,STR029,PRD0080,Accessories,3,2590.66,5,586.57,New,Cash
INV1003438,2025-05-07 20:39:05,STR008,PRD0056,Accessories,3,7483.19,10,1185.11,Returning,Digital
INV1003439,2025-07-15 21:04:05,STR001,PRD0035,Clothing,2,2481.78,5,751.29,New,Card
INV1003440,2025-11-03 08:17:05,STR029,PRD0048,Accessories,5,4120.95,30,648.23,Returning,Digital
INV1003441,2025-03-29 19:44:05,STR014,PRD0044,Accessories,3,7830.25,0,550.49,New,Card
INV1003442,2025-07-13 19:03:05,STR022,PRD0059,Accessories,1,6699.4,0,469.99,Returning,Cash
INV1003443,2023-11-21 08:35:05,STR050,PRD0050,Accessories,4,3992.38,5,636.74,Returning,Card
INV1003444,2024-07-29 07:20:05,STR045,PRD0027,Clothing,2,638.72,0,320.62,Returning,Cash
INV1003445,2025-10-16 03:34:05,STR021,PRD0056,Accessories,5,7403.08,10,1275.51,Returning,Cash
INV1003446,2024-12-10 19:33:05,STR032,PRD0103,Shoes,3,1113.27,5,1140.74,Returning,Cash
INV1003447,2025-09-27 00:59:05,STR004,PRD0101,Shoes,3,2800.01,10,126.26,Returning,Card
INV1003448,2025-04-19 08:24:05,STR043,PRD0094,Shoes,3,5385.89,0,1027.53,New,Cash
INV1003449,2023-11-27 05:00:05,STR023,PRD0115,Shoes,3,4241.67,0,1826.5,Returning,Card
INV1003450,2025-04-21 23:36:05,STR035,PRD0093,Shoes,3,4396.2,0,1327.02,Returning,Cash
INV1003451,2024-06-20 04:56:05,STR047,PRD0094,Shoes,3,5151.41,0,902.31,Returning,Cash
INV1003452,2025-05-10 08:33:05,STR011,PRD0018,Clothing,3,1422.29,20,1082.42,Returning,Digital
INV1003453,2024-04-10 04:24:05,STR001,PRD0060,Accessories,3,7077.16,20,697.14,New,Cash
INV1003454,2025-03-28 19:03:05,STR033,PRD0034,Clothing,3,4653.48,5,1832.85,New,Digital
INV1003455,2025-01-21 02:17:05,STR030,PRD0084,Shoes,1,5809.26,0,1726.83,Returning,Card
INV1003456,2025-10-04 01:28:05,STR048,PRD0040,Clothing,5,2167.62,5,1270.18,Returning,Card
INV1003457,2023-11-29 02:22:05,STR017,PRD0062,Accessories,5,9734.85,0,1077.47,Returning,Card
INV1003458,2025-08-20 02:13:05,STR021,PRD0024,Clothing,2,817.74,0,373.86,Returning,Card
INV1003459,2024-08-28 19:50:05,STR033,PRD0063,Accessories,1,9961.86,0,1143.39,Returning,Card
INV1003460,2025-07-22 07:14:05,STR036,PRD0047,Accessories,3,7015.71,10,281.88,Returning,Cash
INV1003461,2025-03-24 19:59:05,STR034,PRD0056,Accessories,2,7915.68,0,1144.5,Returning,Card
INV1003462,2024-07-30 17:52:05,STR038,PRD0005,Clothing,1,1605.89,0,1679.27,Returning,Cash
INV1003463,2024-02-08 19:38:05,STR037,PRD0106,Shoes,1,7263.84,0,1181.73,Returning,Card
INV1003464,2025-11-02 22:02:05,STR035,PRD0042,Accessories,5,3628.44,0,186.93,Returning,Cash
